Entry Point: 0x7FF6FF510000
GObjects: 0x7FF701960348
GNames: 0x7FF701960300

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x1ADCC37F880
Class: GFxData_TextChatChannel_TA                              - Instance: 0x1AEEDB52000
Class: GFxData_TextModerationManager_TA                        - Instance: 0x1AEEDB51C00
Class: __GFxData_TextModerationManager_TA__HandleMessageReceived_0x1 - Instance: 0x1AEEDB51800
Class: __GFxData_TourBracket_TA__InitTeams_0x1                 - Instance: 0x1AEEDB51400
Class: GFxData_TourBracketTeam_TA                              - Instance: 0x1AEEDB51000
Class: GFxData_TourBracket_TA                                  - Instance: 0x1AEEDB50C00
Class: __GFxData_TourBracketMatchDetails_TA__HandleGetMatchDetails_0x1 - Instance: 0x1AEEDB50800
Class: GFxData_TourBracketMatchTeamDetails_TA                  - Instance: 0x1AEEDB50400
Class: GFxData_TourBracketMatchDetails_TA                      - Instance: 0x1AEEDB47C00
Class: __GFxData_TourCheckIn_TA__HandleCheckInError_0x1        - Instance: 0x1AEEDB47800
Class: GFxData_TourCheckIn_TA                                  - Instance: 0x1AEEDB47400
Class: OnlineGameTournaments_TA                                - Instance: 0x1AEEDB47000
Class: TourSubscriptions_TA                                    - Instance: 0x1AEEDB46C00
Class: __GFxData_TourCheckIn_TA__PerformCheckIn_0x1            - Instance: 0x1AEEDB46800
Class: __GFxData_TourCheckIn_TA__Register_0x1                  - Instance: 0x1AEEDB46400
Class: TourCheckInError_TA                                     - Instance: 0x1AEEDB46000
Class: __GFxData_TourCreate_TA__CreateTournament_0x1           - Instance: 0x1AEEDB45C00
Class: GFxData_OnlineMatch_TA                                  - Instance: 0x1AEEDB45000
Class: GFxData_PrivateMatch_TA                                 - Instance: 0x1AEEDB45400
Class: GFxData_TourCreate_TA                                   - Instance: 0x1AEEDB45800
Class: __GFxData_TourCreate_TA__GetDefaultDisabledMaps_0x3     - Instance: 0x1AEEDB44C00
Class: __GFxData_TourDependentMatch_TA__UpdateDependentMatch_0x1 - Instance: 0x1AEEDB44800
Class: GFxData_TourBracketMatch_TA                             - Instance: 0x1AEEDB37C00
Class: GFxData_TourDependentMatch_TA                           - Instance: 0x1AEEDB44400
Class: __GFxData_TourEvent_TA__HandleBracketRetrieved_0x1      - Instance: 0x1AEEDB37800
Class: GFxData_TourEvent_TA                                    - Instance: 0x1AEEDB37400
Class: __GFxData_TourPlatforms_TA__InitPlatformGroups_0x1      - Instance: 0x1AEEDB37000
Class: GFxData_TourPlatforms_TA                                - Instance: 0x1AEEDB36C00
Class: __GFxData_TourRegistration_TA__Register_0x2             - Instance: 0x1AEEDB36800
Class: GFxData_TourRegistration_TA                             - Instance: 0x1AEEDB36400
Class: __GFxData_TourSearch_TA__FindPrivate_0x1                - Instance: 0x1AEEDB36000
Class: RPC_TourFindPrivate_TA                                  - Instance: 0x1AEEDB35C00
Class: GFxData_TourSearch_TA                                   - Instance: 0x1AEEDB35800
Class: __GFxData_TourSubscriptions_TA__Unsubscribe_0x2         - Instance: 0x1AEEDB35400
Class: GFxData_TourSubscriptions_TA                            - Instance: 0x1AEEDB35000
Class: TourErrors_TA                                           - Instance: 0x1AEEDB34C00
Class: __GFxData_TradeInFilter_TA__GetPossibleTradeInData_0x1  - Instance: 0x1AEEDB34800
Class: GFxData_TradeInFilter_TA                                - Instance: 0x1AEEDB34400
Class: __GFxData_TradeInFilter_TA__UpdatePossibleTradeInQuantities_0x1 - Instance: 0x1AEEDB2FC00
Class: __GFxData_Training_TA__HandlePrimaryGameplaySettingsSave_0x1 - Instance: 0x1AEEDB2F800
Class: GFxData_Training_TA                                     - Instance: 0x1AEEDB2F400
Class: __GFxData_Training_TA__SetTrainingEditorGameEvent_0x2   - Instance: 0x1AEEDB2F000
Class: TrainingEditorNavigation_TA                             - Instance: 0x1AEEDB2EC00
Class: __GFxData_Wallet_TA__GetCurrencyRow_0x1                 - Instance: 0x1AEEDB2E800
Class: GFxData_WalletCurrency_TA                               - Instance: 0x1AEEDB2E400
Class: GFxData_Wallet_TA                                       - Instance: 0x1AEEDB2E000
Class: __GFxEngine_TA__InitOnlineSub_0x1                       - Instance: 0x1AEEDB2DC00
Class: __GFxHUD_TA__GetVoteBySubject_0x1                       - Instance: 0x1AEEDB2D800
Class: __GFxHUD_TA__HandlePlayerAdded_0x1                      - Instance: 0x1AEEDB2D400
Class: __GFxHUD_TA__HandlePlayerNameChanged_0x1                - Instance: 0x1AEEDB2D000
Class: __GFxHUD_TA__HandleVoteFinished_0x1                     - Instance: 0x1AEEDB2CC00
Class: __GFxModal_Processing_TA__CreateAndBind_0x1             - Instance: 0x1AEEDB2C800
Class: GFxModal_Processing_TA                                  - Instance: 0x1AEEDB2C400
Class: __GFxModal_Processing_TA__CreateAndBindNoCancel_0x1     - Instance: 0x1AEEDB33C00
Class: __GFxNameplatesManager_TA__HandleCameraStateChanged_0x1 - Instance: 0x1AEEDB33800
Class: GFxData_Nameplate_TA                                    - Instance: 0x1AEEDB33400
Class: __GFxProductAttributeMap_TA__MapAttribute_0x1           - Instance: 0x1AEEDB33000
Class: GFxProductAttributeMap_TA                               - Instance: 0x1AEEDB32C00
Class: __GFxShell_TA__SetInputActionEnabled_0x1                - Instance: 0x1AEEDB32800
Class: __GFxShell_TA__ShowRankedReconnectModal_0x1             - Instance: 0x1AEEDB32400
Class: __GFxTourList_TA__HandleTournamentsChanged_0x1          - Instance: 0x1AEEDB32000
Class: TourList_TA                                             - Instance: 0x1AEEDB31C00
Class: GFxData_TourSubscription_TA                             - Instance: 0x1AEEDB31800
Class: GFxTourList_TA                                          - Instance: 0x1AEEDB31400
Class: __InMapDragonManager_TA__IsGoalFirstByTeam_0x1          - Instance: 0x1AEEDB31000
Class: InMapDragonManager_TA                                   - Instance: 0x1AEEDB30C00
Class: __InMapDragonManager_TA__PlayAnimOnAll_0x1              - Instance: 0x1AEEDB30800
Class: __InMapDragonManager_TA__SetAllHidden_0x1               - Instance: 0x1AEEDB30400
Class: __InMapDragonManager_TA__UnregisterDragon_0x1           - Instance: 0x1AEEDB1FC00
Class: __Loadout_TA__ApplyCompatibleAttributeProducts_0x1      - Instance: 0x1AEEDB1F800
Class: __Loadout_TA__ValidateForcedProducts_0x1                - Instance: 0x1AEEDB1F400
Class: LoadoutValidation_TA                                    - Instance: 0x1AEEDB1F000
Class: __LoadoutValidation_TA__CorrectDLCOwnership_0x1         - Instance: 0x1AEEDB1EC00
Class: __MapsConfig_TA__AdjustClientMapSet_0x1                 - Instance: 0x1AEEDB1E800
Class: MapsConfig_TA                                           - Instance: 0x1AEEDB1E400
Class: __MapsConfig_TA__GetMapFrequencyForSet_0x1              - Instance: 0x1AEEDB1E000
Class: __MapsConfig_TA__GetMapSetByName_0x1                    - Instance: 0x1AEEDB1DC00
Class: __MapSet_TA__GetMap_0x1                                 - Instance: 0x1AEEDB1D800
Class: __MatchmakingViewFilter_MenuTree_TA__GetAccessiblePlaylists_0x1 - Instance: 0x1AEEDB1D400
Class: MatchmakingViewFilter_MenuTree_TA                       - Instance: 0x1AEEDB1D000
Class: __MatchSeries_TA__GetSeriesWinnerFromData_0x1           - Instance: 0x1AEEDB1CC00
Class: __MatchType_Public_TA__CanSkipPreMatchLobby_0x1         - Instance: 0x1AEEDB1C800
Class: __MatchType_Tournament_TA__CanSkipPreMatchLobby_0x2     - Instance: 0x1AEEDB1C400
Class: __MenuSequencer_TA__GetSequence_0x1                     - Instance: 0x1AEEDB1BC00
Class: MenuSequence_TA                                         - Instance: 0x1AEEDB1B800
Class: MenuSequencer_TA                                        - Instance: 0x1AEEDB1B400
Class: __MenuTreeBranch_TA__OnChildNodeClicked_0x1             - Instance: 0x1AEEDB1B000
Class: MenuTreeBranch_TA                                       - Instance: 0x1AEEDB1AC00
Class: __MenuTreeBuilder_TA__BuildTree_0x1                     - Instance: 0x1AEEDB1A800
Class: MenuTreeBuilder_TA                                      - Instance: 0x1AEEDB1A400
Class: RPC_GetActivePlaylists_TA                               - Instance: 0x1AEEDB1A000
Class: __MenuTreePlaylistManager_TA__HandlePlaylistRPCComplete_0x1 - Instance: 0x1AEEDB19C00
Class: MenuTreeNode_Playlist_TA                                - Instance: 0x1AEEDB19800
Class: MenuTreePlaylistManager_TA                              - Instance: 0x1AEEDB19400
Class: __MtxConfig_TA__CreateModalForError_0x1                 - Instance: 0x1AEEDB19000
Class: __MTXGarageCatalogCache_TA__CatalogResponseCoreLogic_0x3 - Instance: 0x1AEEDB18C00
Class: MTXGarageCatalogCache_TA                                - Instance: 0x1AEEDB18800
Class: __Mutator_Freeplay_Base_TA__HandleTeams_0x1             - Instance: 0x1AEEDB18400
Class: Mutator_Freeplay_Base_TA                                - Instance: 0x1AEEDB0FC00
Class: __Mutator_Freeplay_TA__HandlePrimaryGameplaySettingsSave_0x1 - Instance: 0x1AEEDB0F800
Class: Mutator_Freeplay_TA                                     - Instance: 0x1AEEDB0F400
Class: __Mutator_Freeplay_TA__MutateObject_0x1                 - Instance: 0x1AEEDB0F000
Class: __Mutator_Robin_TA__Construct_0x1                       - Instance: 0x1AEEDB0EC00
Class: Mutator_Robin_TA                                        - Instance: 0x1AEEDB0E800
Class: __OnlineDLCProductCache_TA__GetOldGeneratedOnlineProduct_0x1 - Instance: 0x1AEEDB0E400
Class: OnlineDLCProductCache_TA                                - Instance: 0x1AEEDB0E000
Class: __OnlineGameDedicatedServer_TA__GetNextRandomMapName_0x1 - Instance: 0x1AEEDB0DC00
Class: __OnlineGameDedicatedServer_TA__HandleVoiceTokenCacheError_0x1 - Instance: 0x1AEEDB0D800
Class: __OnlineGameDedicatedServer_TA__HandleVoiceTokenCacheResponse_0x1 - Instance: 0x1AEEDB0D400
Class: __OnlineGameDedicatedServer_TA__InitFlatbufferUpload_0x1 - Instance: 0x1AEEDB0D000
Class: RPC_GetUploadUrls_TA                                    - Instance: 0x1AEEDB0CC00
Class: __OnlineGameDedicatedServer_TA__InitMatchLogUpload_0x1  - Instance: 0x1AEEDB0C800
Class: __OnlineGameDedicatedServer_TA__InitReplayUpload_0x1    - Instance: 0x1AEEDB0C400
Class: __OnlineGameDLC_TA__GetDlcIdFromName_0x1                - Instance: 0x1AEEDB0BC00
Class: OnlineGameDLC_TA                                        - Instance: 0x1AEEDB0B800
Class: __OnlineGameParty_TA__AddPlayerPartyServiceLobbyMessage_0x1 - Instance: 0x1AEEDB0B400
Class: __OnlineGameParty_TA__GetPartyMessageError_0x3          - Instance: 0x1AEEDB0B000
Class: __OnlineGameParty_TA__GetProfileProducts_0x1            - Instance: 0x1AEEDB0AC00
Class: __OnlineGameParty_TA__HandleCrossplayEnabledChanged_0x1 - Instance: 0x1AEEDB0A800
Class: AccountSettingsComponent_TA                             - Instance: 0x1AEEDB0A400
Class: __OnlineGameParty_TA__HandleGameplaySettingsChanged_0x1 - Instance: 0x1AEEDB0A000
Class: __OnlineGameParty_TA__HandleProfileSet_0x2              - Instance: 0x1AEEDB09C00
Class: __OnlineGameParty_TA__HandleTradingEnabledChanged_0x1   - Instance: 0x1AEEDB09800
Class: __OnlineGameParty_TA__HandleVoiceSettingsChanged_0x1    - Instance: 0x1AEEDB09400
Class: __OnlineGameParty_TA__IsPrimaryMemberForPlayer_0x1      - Instance: 0x1AEEDB09000
Class: __OnlineGameParty_TA__IsProductValidAfterVerify_0x1     - Instance: 0x1AEEDB08C00
Class: __OnlineGameParty_TA__RestoreArchivedAndFavoritedPendingProductOffers_0x1 - Instance: 0x1AEEDB08800
Class: ProductsHashSave_TA                                     - Instance: 0x1AEEDAFFC00
Class: ProductsArchiveSave_TA                                  - Instance: 0x1AEEDB08400
Class: ProductsFavoriteSave_TA                                 - Instance: 0x1AEEDAFF800
Class: __OnlineGameParty_TA__SendTradeToBackEnd_0x1            - Instance: 0x1AEEDAFF400
Class: __OnlineGameTourServer_TA__AllPlayersInGame_0x2         - Instance: 0x1AEEDAFF000
Class: OnlineGameTourServer_TA                                 - Instance: 0x1AEEDAFEC00
Class: __OnlineGameTourServer_TA__FilterMapData_0x1            - Instance: 0x1AEEDAFE800
Class: __OnlineGameTourServer_TA__GetTeamScore_0x1             - Instance: 0x1AEEDAFE400
Class: __OnlineGameTourServer_TA__IsBotOnlyTeam_0x1            - Instance: 0x1AEEDAFE000
Class: OnlinePlayerFriends_TA                                  - Instance: 0x1AEEDAFDC00
Class: __OnlinePlayerFriends_TA__DownloadRecentPlayerDetails_0x1 - Instance: 0x1AEEDAFD800
Class: RPC_GetPersonaInfo_TA                                   - Instance: 0x1AEEDAFD400
Class: __OnlinePlayerMTX_TA__HandleClaimSuccess_0x1            - Instance: 0x1AEEDAFD000
Class: RPC_MicroTransactions_ClaimEntitlements_TA              - Instance: 0x1AEEDAFCC00
Class: OnlinePlayerMTX_TA                                      - Instance: 0x1AEEDAFC800
Class: __OnlineProduct_TA__RemoveAttributes_0x1                - Instance: 0x1AEEDAFC400
Class: __OnlineProduct_TA__SortOnlineProductsByQuality_0x1     - Instance: 0x1AEEDAF7C00
Class: __OnlineProductExpirationHelper_TA__HandleNotificationSaveAdded_0x1 - Instance: 0x1AEEDAF7800
Class: ProductExpirationNotification_TA                        - Instance: 0x1AEEDAF7400
Class: OnlineProductExpirationHelper_TA                        - Instance: 0x1AEEDAF7000
Class: __OnlineProductStore_TA__FindProductsFromHash_0x1       - Instance: 0x1AEEDAF6C00
Class: OnlineProductStoreSet_TA                                - Instance: 0x1AEEDAF6800
Class: __OnlineSessionManager_TA__GetRemoteSessionPlayerIds_0x2 - Instance: 0x1AEEDAF6400
Class: __OnlineStorageSyncManager_TA__SyncCloudData_0x1        - Instance: 0x1AEEDAF6000
Class: __OutOfWorldVolume_TA__Touch_0x1                        - Instance: 0x1AEEDAF5C00
Class: OutOfWorldVolume_TA                                     - Instance: 0x1AEEDAF5800
Class: __OutOfWorldVolume_TA__UnTouch_0x1                      - Instance: 0x1AEEDAF5400
Class: __PerfStatGraph_TA__UpdateGraphRanges_0x1               - Instance: 0x1AEEDAF5000
Class: __Personas_TA__GetOrCreateAndLink_0x1                   - Instance: 0x1AEEDAF4C00
Class: __PhysicsMetrics_TA__AddCorrection_0x1                  - Instance: 0x1AEEDAF4800
Class: __PlatformMetrics_TA__DispatchAndRemove_0x1             - Instance: 0x1AEEDAF4400
Class: PlatformMetrics_TA                                      - Instance: 0x1AEEDAF3C00
Class: __PlatformMetrics_TA__SetType_0x1                       - Instance: 0x1AEEDAF3800
Class: __PlayerController_TA__ClientNotifyChallengedToHonorDuel_0x1 - Instance: 0x1AEEDAF3400
Class: __PlayerController_TA__ClientNotifyHonorDuelWithPlayers_0x1 - Instance: 0x1AEEDAF3000
Class: __PlayerController_TA__HandleProfileGamepadSave_0x1     - Instance: 0x1AEEDAF2C00
Class: ProfileGamepadSave_TA                                   - Instance: 0x1AEEDAF2800
Class: __PlayerController_TA__InitNetworkSave_0x1              - Instance: 0x1AEEDAF2400
Class: NetworkSave_TA                                          - Instance: 0x1AEEDAF2000
Class: __PlayerControllerBase_TA__InitFromProfile_0x1          - Instance: 0x1AEEDAF1C00
Class: __PlayerControllerBase_TA__Say_TA_0x3                   - Instance: 0x1AEEDAF1800
Class: __PlayerInput_TA__RemoveBindingsForKey_0x1              - Instance: 0x1AEEDAF1400
Class: PlayerInput_TA                                          - Instance: 0x1AEEDAF1000
Class: __PlayerSpawnSystem_TA__CreateSpawnTicket_0x1           - Instance: 0x1AEEDAF0C00
Class: PlayerSpawnSystem_TA                                    - Instance: 0x1AEEDAF0800
Class: __PlayerVanity_TA__EquipProduct_0x1                     - Instance: 0x1AEEDAF0400
Class: __PlaylistSkillDataSave_TA__Reconcile_0x1               - Instance: 0x1AEEDAE7C00
Class: PlaylistSkillDataSave_TA                                - Instance: 0x1AEEDAE7800
Class: __PrivacyPolicySave_TA__FindPolicyIndex_0x1             - Instance: 0x1AEEDAE7400
Class: PrivacyPolicySave_TA                                    - Instance: 0x1AEEDAE7000
Class: __ProductAsset_Attachment_TA__ModifyThumbnailScene_0x1  - Instance: 0x1AEEDAE6C00
Class: __ProductAsset_Skin_TA__AttemptApplyChassisOverride_0x1 - Instance: 0x1AEEDAE6800
Class: ProductOverride_SpecificMaterials_TA                    - Instance: 0x1AEEDAE6400
Class: __ProductAsset_Skin_TA__GetSkinBodySettings_0x1         - Instance: 0x1AEEDAE6000
Class: __ProductAsset_Skin_TA__GetSkinParameters_0x1           - Instance: 0x1AEEDAE5C00
Class: __ProductAttribute_MapProductAssetOverride_TA__ShouldUseDefaultProductasset_0x1 - Instance: 0x1AEEDAE5800
Class: ProductAttribute_MapProductAssetOverride_TA             - Instance: 0x1AEEDAE5400
Class: __ProductAttribute_ModifyTransformationPerBody_TA__ApplyToObject_0x1 - Instance: 0x1AEEDAE5000
Class: ProductAttribute_ModifyTransformationPerBody_TA         - Instance: 0x1AEEDAE4C00
Class: __ProductAttribute_Painted_TA__ApplyPaintOverridesToObject_0x1 - Instance: 0x1AEEDAE4800
Class: __ProductAttribute_Painted_TA__ApplyToSetParameter_0x2  - Instance: 0x1AEEDAE4400
Class: __ProductAttribute_UnlockForcedProducts_TA__ContainsSlotToUnlock_0x1 - Instance: 0x1AEEDAE3C00
Class: __ProductLoader_TA__GetAssetByID_0x1                    - Instance: 0x1AEEDAE3800
Class: __ProductLoader_TA__GetAssetBySlot_0x1                  - Instance: 0x1AEEDAE3400
Class: __ProductOverride_MaterialParameter_TA__ForceApplyOverrideToMIC_0x1 - Instance: 0x1AEEDAE3000
Class: __ProductOverride_ParticleSystemColorParameter_TA__ApplyToObject_0x1 - Instance: 0x1AEEDAE2C00
Class: ProductOverride_ParticleSystemColorParameter_TA         - Instance: 0x1AEEDAE2800
Class: __ProductOverride_TA__ApplyOverrides_0x1                - Instance: 0x1AEEDAE2400
Class: __ProductsHashSave_TA__UpdateInstanceIDs_0x2            - Instance: 0x1AEEDAE2000
Class: __ProductTransactions_TA__GetEquippedProducts_0x2       - Instance: 0x1AEEDAE1C00
Class: ProductTransactions_TA                                  - Instance: 0x1AEEDAE1800
Class: __ProductTransactions_TA__GetUnequippedProducts_0x2     - Instance: 0x1AEEDAE1400
Class: __Profile_TA__ValidateLoadoutsWithProduct_0x1           - Instance: 0x1AEEDAE1000
Class: LoadoutSet_TA                                           - Instance: 0x1AEEDAE0C00
Class: __RecentPlayers_TA__AddMatchMate_0x1                    - Instance: 0x1AEEDAE0800
Class: __RecentPlayers_TA__AddPlayerInternal_0x1               - Instance: 0x1AEEDAE0400
Class: __RecentPlayers_TA__FilterFriends_0x1                   - Instance: 0x1AEEDADBC00
Class: __RecentPlayersMet_TA__RecordRecentPlayers_0x2          - Instance: 0x1AEEDADB800
Class: __ReplayManager_TA__PlayReplayFile_0x1                  - Instance: 0x1AEEDADB400
Class: __RocketPass_TA__SetRewardAsClaimed_0x1                 - Instance: 0x1AEEDADB000
Class: RocketPass_TA                                           - Instance: 0x1AEEDADAC00
Class: RocketPassNotificationsManager_TA                       - Instance: 0x1AEEDADA800
Class: GFxData_RocketPass_TA                                   - Instance: 0x1AEEDADA400
Class: RocketPassNotification_TA                               - Instance: 0x1AEEDADA000
Class: PlayerController_Menu_TA                                - Instance: 0x1AEEDAD9C00
Class: GFxData_MenuStack_TA                                    - Instance: 0x1AEEDAD9800
Class: __RocketPassNotificationsManager_TA__HandleAssetLoaded_0x1 - Instance: 0x1AEEDAD9400
Class: __RocketPassNotificationsManager_TA__LoadProductNotification_0x1 - Instance: 0x1AEEDAD9000
Class: __RPC_GetTradeInFilters_TA__OnSuccess_0x1               - Instance: 0x1AEEDAD8C00
Class: RPC_GetTradeInFilters_TA                                - Instance: 0x1AEEDAD8800
Class: __RTSphere_TA__OnRender_0x1                             - Instance: 0x1AEEDAD8400
Class: RTObjectBase_TA                                         - Instance: 0x1AEEDAC7800
Class: RTSphere_TA                                             - Instance: 0x1AEEDAC7C00
Class: __SaveData_TA__FilterEquippedOnlineProducts_0x1         - Instance: 0x1AEEDAC7400
Class: __SaveData_TA__HandleOnlineProductsReceived_0x1         - Instance: 0x1AEEDAC7000
Class: __SaveData_TA__ValidateLoadoutsWithProduct_0x1          - Instance: 0x1AEEDAC6C00
Class: __SeqAct_SetLoadout_TA__ApplyNewChangesToProductAssets_0x1 - Instance: 0x1AEEDAC6800
Class: __SFXConfig_TA__CanPlaySound_0x1                        - Instance: 0x1AEEDAC6400
Class: SFXConfig_TA                                            - Instance: 0x1AEEDAC6000
Class: ShopAdsConfig_TA                                        - Instance: 0x1AEEDAC5C00
Class: __ShopAdsConfig_TA__Apply_0x1                           - Instance: 0x1AEEDAC5800
Class: ShopCatalogueCacheSave_TA                               - Instance: 0x1AEEDAC5400
Class: __ShopCatalogueCacheSave_TA__HasNewContent_0x1          - Instance: 0x1AEEDAC5000
Class: NotificationSave_TA                                     - Instance: 0x1AEEDAC4C00
Class: ItemShopNotificationsConfig_TA                          - Instance: 0x1AEEDAC4800
Class: ShopsManager_TA                                         - Instance: 0x1AEEDAC4400
Class: ItemShopNotification_TA                                 - Instance: 0x1AEEDAB7C00
Class: __ShopNotificationsManager_TA__LoadNotificationIcon_0x1 - Instance: 0x1AEEDAB7800
Class: __ShopNotificationsManager_TA__HandleAssetLoaded_0x1    - Instance: 0x1AEEDAB7400
Class: ShopMetrics_TA                                          - Instance: 0x1AEEDAB7000
Class: ShopsService_TA                                         - Instance: 0x1AEEDAB6C00
Class: __ShopsManager_TA__Purchase_0x1                         - Instance: 0x1AEEDAB6800
Class: __ShopsService_PsyNet_TA__GetAllShops_0x1               - Instance: 0x1AEEDAB6400
Class: RPC_GetAllShops_TA                                      - Instance: 0x1AEEDAB6000
Class: ShopsService_PsyNet_TA                                  - Instance: 0x1AEEDAB5C00
Class: __ShopsService_PsyNet_TA__GetCrateShop_0x1              - Instance: 0x1AEEDAB5800
Class: RPC_GetCrateShop_TA                                     - Instance: 0x1AEEDAB5400
Class: __ShopsService_PsyNet_TA__GetItemShopNotifications_0x1  - Instance: 0x1AEEDAB5000
Class: RPC_GetItemShopNotifications_TA                         - Instance: 0x1AEEDAB4C00
Class: __ShopsService_PsyNet_TA__GetShopCatalogue_0x1          - Instance: 0x1AEEDAB4800
Class: RPC_GetShopCatalogue_TA                                 - Instance: 0x1AEEDAB4400
Class: __ShopsService_PsyNet_TA__GetShopCatalogues_0x1         - Instance: 0x1AEEDAABC00
Class: __ShopsService_PsyNet_TA__Purchase_0x1                  - Instance: 0x1AEEDAAB800
Class: RPC_PurchaseItemFromShop_TA                             - Instance: 0x1AEEDAAB400
Class: __SpecialEventConfig_TA__SyncImageForIndex_0x1          - Instance: 0x1AEEDAAB000
Class: SpecialEventConfig_TA                                   - Instance: 0x1AEEDAAAC00
Class: __StatFactory_TA__OnGoalScored_0x1                      - Instance: 0x1AEEDAAA800
Class: __StatusObserver_Products_TA__UpdateTriggersBySlot_0x1  - Instance: 0x1AEEDAAA400
Class: StatusTrigger_Product_TA                                - Instance: 0x1AEEDAAA000
Class: StatusObserver_Products_TA                              - Instance: 0x1AEEDAA9C00
Class: __StatusTriggerManager_TA__AddTriggerCondition_0x1      - Instance: 0x1AEEDAA9800
Class: StatusTriggerManager_TA                                 - Instance: 0x1AEEDAA9400
Class: __StatusTriggerManager_TA__Init_0x2                     - Instance: 0x1AEEDAA9000
Class: __StatusTriggerManager_TA__RegisterTriggers_0x1         - Instance: 0x1AEEDAA8C00
Class: __StatusTriggerManager_TA__RemoveTriggers_0x1           - Instance: 0x1AEEDAA8800
Class: __StayAsPartySystem_TA__CreateVoteStartEvent_0x1        - Instance: 0x1AEEDAA8400
Class: ServerStartVoteEvent_TA                                 - Instance: 0x1AEEDAA3C00
Class: StayAsPartySystem_TA                                    - Instance: 0x1AEEDAA3800
Class: __StayAsPartySystem_TA__FindHumanTeammatesOfID_0x1      - Instance: 0x1AEEDAA3400
Class: __StayAsPartySystem_TA__GFxLeaderActive_0x1             - Instance: 0x1AEEDAA3000
Class: __StayAsPartySystem_TA__GFxPlayerJoinedParty_0x1        - Instance: 0x1AEEDAA2C00
Class: PartyLeaderChangedEvent_TA                              - Instance: 0x1AEEDAA2800
Class: __StayAsPartySystem_TA__HandlePartyChanged_0x1          - Instance: 0x1AEEDAA2400
Class: __StayAsPartySystem_TA__IsOneParty_0x1                  - Instance: 0x1AEEDAA2000
Class: __StayAsPartySystem_TA__MergeEventConfirmFollower_0x1   - Instance: 0x1AEEDAA1C00
Class: MergePartyEvent_TA                                      - Instance: 0x1AEEDAA1800
Class: __StayAsPartySystem_TA__ProcessVote_0x2                 - Instance: 0x1AEEDAA1400
Class: __StayAsPartySystem_TA__SetVoteActive_0x1               - Instance: 0x1AEEDAA1000
Class: __StayAsPartyVote_TA__AddFollowerToLeader_0x1           - Instance: 0x1AEEDAA0C00
Class: StayAsPartyVote_TA                                      - Instance: 0x1AEEDAA0800
Class: __StayAsPartyVote_TA__RemoveFollower_0x1                - Instance: 0x1AEEDAA0400
Class: __TAsyncResult__PrivilegeCheck_X__Copy_0x1              - Instance: 0x1AEEDA8FC00
Class: TAsyncResult__PrivilegeCheck_X                          - Instance: 0x1AEEDA8F800
Class: __TAsyncResult__PrivilegeCheck_X__NotifyOnResult_0x1    - Instance: 0x1AEEDA8F400
Class: __TAsyncResult__PrivilegeCheck_X__NotifyOnResultComplete_0x1 - Instance: 0x1AEEDA8F000
Class: __TAsyncResult__PrivilegeCheck_X__SetResultWhen_0x1     - Instance: 0x1AEEDA8EC00
Class: __TAsyncResult__UserBugReportUploadResult_TA__Copy_0x1  - Instance: 0x1AEEDA8E800
Class: TAsyncResult__UserBugReportUploadResult_TA              - Instance: 0x1AEEDA8E400
Class: UserBugReportUploadResult_TA                            - Instance: 0x1AEEDA8E000
Class: __TAsyncResult__UserBugReportUploadResult_TA__NotifyOnResult_0x1 - Instance: 0x1AEEDA8DC00
Class: __TAsyncResult__UserBugReportUploadResult_TA__NotifyOnResultComplete_0x1 - Instance: 0x1AEEDA8D800
Class: __TAsyncResult__UserBugReportUploadResult_TA__SetResultWhen_0x1 - Instance: 0x1AEEDA8D400
Class: __Team_TA__GetPartyFollowerIds_0x1                      - Instance: 0x1AEEDA8D000
Class: __Team_TA__OnPlayerMarkedAsIdleBanned_0x1               - Instance: 0x1AEEDA8CC00
Class: __TeamDemoAudioComponent_TA__HandlePreparingDemoFX_0x1  - Instance: 0x1AEEDA8C800
Class: TeamDemoAudioComponent_TA                               - Instance: 0x1AEEDA8C400
Class: __TextChatActor_TA__GetOrCreateStagedMessage_0x1        - Instance: 0x1AEEDA7FC00
Class: StagedMessageData                                       - Instance: 0x1AEEDA7F800
Class: TextChatActor_TA                                        - Instance: 0x1AEEDA7F400
Class: __TextChatActor_TA__SendSignedMessage_0x1               - Instance: 0x1AEEDA7F000
Class: __TextModerationManager_TA__HandleCryptoKeyCreated_0x1  - Instance: 0x1AEEDA7EC00
Class: TextModerationManager_TA                                - Instance: 0x1AEEDA7E800
Class: KeyRegistrationResponse                                 - Instance: 0x1AEEDA7E400
Class: __TextModerationManager_TA__HandleCryptoKeyRegistered_0x1 - Instance: 0x1AEEDA7E000
Class: __TextModerationManager_TA__HandlePsyNetConnection_0x1  - Instance: 0x1AEEDA7DC00
Class: __TextModerationManager_TA__HandleTextMessageSigned_0x1 - Instance: 0x1AEEDA7D800
Class: __TextModerationManager_TA__HandleTextMessageValidated_0x1 - Instance: 0x1AEEDA7D400
Class: __TextModerationManager_TA__OnKeyFailedToGenerate_0x1   - Instance: 0x1AEEDA7D000
Class: TextModerationConfig_TA                                 - Instance: 0x1AEEDA7CC00
Class: __TextModerationManager_TA__PreFilterMessage_0x1        - Instance: 0x1AEEDA7C800
Class: __TextModerationManager_TA__SignMessage_0x1             - Instance: 0x1AEEDA7C400
